# EEPROM data read:
# TC4_SHIELD  3.00
# 1.0031  -0.30
# time,ambient,T0,rate0,T1,rate1,0
541.0,69.4,349.7,24.3,426.8,17.4,0
542.0,69.4,350.2,24.5,427.2,17.8,0
543.0,69.4,350.5,24.3,427.7,18.5,0
544.0,69.4,350.8,24.1,427.9,18.8,0
545.0,69.4,351.1,23.7,428.3,19.1,0
546.0,69.4,351.6,23.6,429.0,20.0,0
547.0,69.4,351.8,23.2,429.4,20.8,0
548.0,69.4,352.1,22.9,429.6,21.1,0
549.0,69.4,352.5,22.7,429.7,20.8,0
550.0,69.4,352.6,22.0,430.2,20.9,0
551.0,69.4,352.9,21.4,430.2,20.1,0
552.0,69.4,353.3,21.1,430.6,20.0,0
553.0,69.4,353.7,20.9,431.0,19.9,0
554.0,69.4,354.1,21.0,431.3,19.8,0
555.0,69.4,354.5,21.0,431.5,19.4,0
556.0,69.4,355.0,21.3,431.6,18.7,0
557.0,69.4,355.3,21.5,431.9,18.3,0
558.0,69.4,355.7,21.7,432.4,18.4,0
559.0,69.4,356.0,21.6,432.9,18.9,0
560.0,69.4,356.4,21.7,433.2,19.1,0
561.0,69.4,356.7,21.7,433.5,19.3,0
562.0,69.4,357.3,22.1,433.7,19.1,0
563.0,69.5,357.6,22.3,434.2,19.5,0
564.0,69.5,358.1,22.6,434.6,19.7,0
565.0,69.5,358.4,22.6,434.9,19.8,0
566.0,69.5,358.8,22.7,435.0,19.5,0
567.0,69.5,359.1,22.7,435.6,19.8,0
568.0,69.5,359.6,22.8,435.9,20.0,0
569.0,69.5,360.2,23.4,436.2,19.9,0
570.0,69.5,360.5,23.5,436.9,20.6,0
571.0,69.5,360.8,23.5,437.3,21.2,0
572.0,69.5,361.3,23.7,437.6,21.6,0
573.0,69.5,361.7,23.8,437.9,21.7,0
574.0,69.5,362.0,23.7,438.2,21.6,0
575.0,69.5,362.4,23.6,438.5,21.3,0
576.0,69.5,362.7,23.5,438.7,21.0,0
577.0,69.5,363.1,23.4,438.9,20.5,0
578.0,69.5,363.5,23.2,439.2,20.1,0
579.0,69.5,364.0,23.5,439.7,20.2,0
580.0,69.5,364.3,23.4,440.2,20.5,0
581.0,69.5,364.7,23.4,440.6,20.7,0
582.0,69.5,365.1,23.4,440.8,20.6,0
583.0,69.5,365.6,23.6,441.0,20.2,0
584.0,69.5,366.1,23.8,441.2,19.8,0
585.0,69.5,366.5,24.1,441.5,19.5,0
586.0,69.5,367.0,24.4,441.6,18.8,0
587.0,69.5,367.4,24.7,441.8,18.2,0
588.0,69.5,367.8,24.8,441.9,17.4,0
589.0,69.5,368.1,24.6,442.0,16.5,0
590.0,69.5,368.4,24.4,442.3,15.9,0
591.0,69.5,368.8,24.1,442.3,15.0,0
592.0,69.5,369.1,23.9,442.5,14.4,0
593.0,69.5,369.7,24.1,442.9,14.2,0
594.0,69.5,370.1,24.1,443.3,14.4,0
595.0,69.5,370.5,24.1,443.4,14.2,0
596.0,69.5,370.9,24.1,443.7,14.3,0
597.0,69.5,371.2,23.9,444.1,14.6,0
598.0,69.5,371.7,24.1,444.4,15.0,0
599.0,69.5,372.1,24.2,444.1,14.0,0
600.0,69.5,372.5,24.2,444.6,14.1,0
601.0,69.5,372.8,24.0,444.9,14.2,0
602.0,69.5,373.0,23.6,445.1,14.2,0
603.0,69.5,373.5,23.4,445.6,14.8,0
604.0,69.5,373.6,22.8,446.2,15.7,0
605.0,69.5,374.0,22.5,446.5,16.5,0
606.0,69.5,374.3,22.0,447.0,17.4,0
607.0,69.5,374.9,22.2,447.4,18.1,0
608.0,69.5,375.2,22.2,447.4,18.1,0
609.0,69.5,375.8,22.6,447.9,18.5,0
610.0,69.5,376.1,22.7,448.6,19.6,0
611.0,69.5,376.7,23.2,449.0,20.4,0
612.0,69.5,377.0,23.3,449.2,20.6,0
613.0,69.5,377.4,23.5,449.1,19.8,0
614.0,69.5,377.8,23.6,449.3,19.2,0
615.0,69.5,378.2,23.7,449.6,18.7,0
# FC,615.0
616.0,69.5,378.6,23.8,449.9,18.4,0
617.0,69.5,379.0,23.9,450.4,18.5,0
618.0,69.5,379.4,23.9,450.5,18.2,0
619.0,69.5,379.8,23.9,450.9,18.3,0
620.0,69.5,380.1,23.6,451.2,18.2,0
621.0,69.5,380.5,23.5,451.4,18.0,0
622.0,69.5,380.9,23.6,451.6,17.6,0
623.0,69.5,381.3,23.6,451.8,17.2,0
624.0,69.5,381.6,23.5,451.9,16.6,0
625.0,69.5,382.1,23.6,452.3,16.5,0
626.0,69.5,382.5,23.6,452.9,17.0,0
627.0,69.5,383.0,23.7,453.6,18.2,0
628.0,69.5,383.2,23.6,454.1,19.3,0
629.0,69.5,383.8,23.8,454.9,20.8,0
630.0,69.5,384.0,23.5,455.4,22.2,0
631.0,69.5,384.5,23.6,456.0,23.5,0
632.0,69.5,384.9,23.7,456.6,24.8,0
633.0,69.5,385.3,23.8,457.0,25.6,0
634.0,69.5,385.6,23.7,456.8,24.9,0
635.0,69.5,386.1,23.7,456.4,22.9,0
636.0,69.5,386.5,23.8,456.0,20.1,0
637.0,69.5,386.8,23.6,456.9,19.6,0
638.0,69.6,387.4,23.9,457.0,18.6,0
639.0,69.6,387.5,23.6,456.8,17.0,0
640.0,69.6,388.3,24.1,456.5,14.7,0
641.0,69.6,388.7,24.4,456.8,13.4,0
642.0,69.6,389.1,24.5,457.1,12.8,0
643.0,69.6,389.7,25.1,457.5,12.6,0
644.0,69.6,390.1,25.5,457.4,11.9,0
645.0,69.6,390.5,25.7,457.2,10.6,0
646.0,69.6,390.8,25.6,456.5,8.2,0
647.0,69.6,391.3,25.5,456.2,5.7,0
648.0,69.6,391.7,25.6,456.2,3.9,0
649.0,69.6,392.1,25.5,456.5,3.2,0
650.0,69.6,392.4,25.1,457.1,3.8,0
651.0,69.6,392.6,24.5,457.2,4.2,0
652.0,69.6,392.8,23.7,456.8,3.4,0
653.0,69.6,393.2,23.3,456.7,2.7,0
654.0,69.6,393.6,22.9,456.1,1.0,0
655.0,69.6,393.9,22.6,456.0,-0.4,0
656.0,69.6,394.2,22.3,456.0,-1.3,0
657.0,69.6,394.4,21.6,456.1,-1.5,0
658.0,69.6,394.7,21.1,456.1,-1.7,0
659.0,69.6,395.1,20.8,455.5,-3.0,0
660.0,69.6,395.3,20.5,455.4,-3.8,0
661.0,69.6,395.6,20.1,455.1,-4.9,0
662.0,69.6,395.7,19.4,454.7,-6.2,0
663.0,69.6,396.0,18.8,454.3,-7.5,0
664.0,69.6,396.4,18.6,453.9,-9.1,0
665.0,69.6,396.6,18.2,453.5,-10.6,0
666.0,69.6,396.7,17.8,453.1,-11.9,0
667.0,69.6,396.8,17.1,452.9,-12.9,0
668.0,69.6,397.1,16.6,452.3,-14.2,0
669.0,69.6,397.3,16.2,452.1,-15.0,0
670.0,69.6,397.5,15.7,451.5,-16.2,0
671.0,69.6,397.8,15.4,451.0,-17.5,0
672.0,69.6,397.9,14.9,450.4,-19.0,0
673.0,69.6,398.0,14.2,449.9,-20.1,0
674.0,69.6,398.3,14.1,449.6,-21.0,0
675.0,69.6,398.5,13.9,449.1,-21.9,0
676.0,69.6,398.8,13.9,448.9,-22.2,0
677.0,69.6,399.0,13.7,448.5,-22.3,0
678.0,69.6,399.2,13.6,448.0,-22.8,0
679.0,69.6,399.5,13.7,448.1,-22.0,0
680.0,69.6,399.5,13.4,448.2,-20.8,0
681.0,69.6,399.9,13.4,447.9,-19.8,0
682.0,69.6,400.0,13.1,448.1,-18.2,0
683.0,69.6,400.1,12.8,447.8,-17.1,0
684.0,69.6,400.3,12.6,447.2,-16.9,0
685.0,69.6,400.5,12.3,446.7,-17.2,0
686.0,69.6,400.5,11.8,446.5,-17.3,0
687.0,69.6,400.7,11.6,446.2,-17.4,0
688.0,69.6,400.9,11.4,445.8,-17.6,0
689.0,69.6,400.9,10.8,445.5,-17.8,0
690.0,69.6,401.0,10.3,445.2,-17.9,0
691.0,69.6,401.2,10.1,445.1,-17.6,0
692.0,69.6,401.3,9.7,445.0,-17.1,0
693.0,69.6,401.5,9.7,444.9,-16.4,0
694.0,69.6,401.5,9.2,444.4,-16.4,0
695.0,69.6,401.6,9.0,443.9,-16.7,0
696.0,69.6,401.9,9.1,444.0,-16.3,0
697.0,69.6,402.0,8.9,443.7,-16.0,0
698.0,69.6,402.1,8.6,443.7,-15.3,0
699.0,69.6,402.4,8.9,443.5,-14.8,0
700.0,69.6,402.2,8.3,443.1,-14.7,0
701.0,69.6,402.5,8.3,443.0,-14.4,0
702.0,69.6,402.5,8.0,442.6,-14.5,0
703.0,69.6,402.5,7.6,442.4,-14.4,0
704.0,69.6,402.7,7.4,442.0,-14.7,0
705.0,69.6,402.7,7.1,441.8,-14.8,0
706.0,69.6,402.8,6.8,441.4,-15.2,0
707.0,69.6,402.7,6.2,441.2,-15.3,0
708.0,69.6,402.9,6.0,441.0,-15.2,0
709.0,69.6,403.0,5.8,440.9,-15.0,0
710.0,69.6,403.1,5.8,440.5,-15.1,0
711.0,69.7,403.1,5.7,440.1,-15.3,0
712.0,69.7,403.4,5.9,439.9,-15.5,0
713.0,69.7,403.4,5.9,439.8,-15.2,0
714.0,69.7,403.5,5.9,439.9,-14.4,0
715.0,69.7,403.7,6.0,440.0,-13.2,0
716.0,69.7,403.8,6.2,439.7,-12.7,0
717.0,69.7,403.8,6.1,439.3,-12.6,0
718.0,69.7,403.9,6.0,439.3,-12.1,0
719.0,69.7,403.9,5.8,439.5,-10.9,0
720.0,69.7,404.3,6.1,439.4,-10.2,0
721.0,69.7,404.4,6.3,439.0,-10.1,0
722.0,69.7,404.1,5.8,438.9,-9.9,0
723.0,69.7,404.5,6.0,438.5,-10.2,0
724.0,69.7,404.7,6.3,438.4,-10.3,0
725.0,69.7,404.9,6.7,438.2,-10.4,0
726.0,69.7,405.2,7.2,437.9,-10.8,0
727.0,69.7,405.3,7.5,438.1,-10.2,0
728.0,69.7,405.3,7.5,438.0,-9.7,0
729.0,69.7,405.3,7.3,437.8,-9.5,0
730.0,69.7,405.4,7.2,437.8,-9.0,0
731.0,69.7,405.5,7.1,437.8,-8.3,0
732.0,69.7,405.5,6.8,437.6,-8.1,0
733.0,69.7,405.8,6.9,437.8,-7.2,0
734.0,69.7,405.9,7.0,437.7,-6.6,0
735.0,69.7,405.7,6.4,437.6,-6.3,0
736.0,69.7,406.0,6.5,437.4,-6.1,0
737.0,69.7,405.5,5.2,437.2,-6.3,0
738.0,69.7,406.2,5.6,437.0,-6.6,0
739.0,69.7,406.2,5.7,437.1,-6.4,0
740.0,69.7,406.8,6.7,436.7,-6.7,0
741.0,69.7,405.8,5.2,436.7,-6.7,0
742.0,69.7,406.0,4.6,436.6,-6.7,0
743.0,69.7,406.6,5.1,436.5,-6.7,0
744.0,69.7,406.7,5.4,436.7,-6.1,0
745.0,69.7,406.7,5.4,436.6,-5.7,0
746.0,69.7,406.7,5.2,436.8,-4.9,0
747.0,69.7,406.8,5.1,436.5,-4.9,0
748.0,69.7,406.9,5.2,436.6,-4.4,0
749.0,69.7,406.5,4.1,436.9,-3.5,0
750.0,69.7,407.1,4.6,436.8,-2.9,0
751.0,69.7,407.2,4.9,436.7,-2.6,0
752.0,69.7,407.3,5.2,436.7,-2.3,0
753.0,69.7,407.5,5.5,436.7,-2.0,0
754.0,69.7,407.8,6.3,436.7,-1.7,0
755.0,69.7,407.8,6.5,436.4,-2.2,0
756.0,69.7,407.7,6.2,436.5,-2.1,0
757.0,69.7,407.7,5.9,436.6,-1.8,0
758.0,69.7,407.9,6.0,436.6,-1.5,0
759.0,69.7,408.6,7.1,436.5,-1.5,0
760.0,69.7,408.1,6.6,436.5,-1.4,0
761.0,69.7,407.9,5.7,436.5,-1.3,0
762.0,69.7,407.9,4.9,436.8,-0.7,0
763.0,69.7,408.0,4.4,436.6,-0.6,0
764.0,69.7,408.1,4.2,436.5,-0.8,0
765.0,69.7,408.2,4.0,436.7,-0.5,0
766.0,69.7,408.5,4.4,436.7,-0.2,0
767.0,69.7,408.6,4.6,436.6,-0.2,0
768.0,69.7,408.6,4.7,436.6,-0.2,0
769.0,69.7,408.6,4.6,436.7,-0.0,0
770.0,69.7,409.0,5.2,436.7,0.1,0
771.0,69.7,408.7,4.8,436.8,0.3,0
772.0,69.7,408.8,4.5,436.7,0.3,0
773.0,69.7,409.6,5.8,436.8,0.5,0
774.0,69.7,408.8,4.7,437.0,0.9,0
775.0,69.7,409.1,4.7,437.1,1.5,0
776.0,69.7,409.4,5.0,436.9,1.3,0
777.0,69.7,409.2,4.6,437.0,1.3,0
778.0,69.7,409.5,4.9,437.2,1.8,0
779.0,69.8,410.0,6.0,437.2,1.9,0
780.0,69.8,410.1,6.5,437.4,2.5,0
781.0,69.8,410.0,6.5,437.4,2.7,0
782.0,69.8,409.9,6.0,437.6,3.2,0
783.0,69.8,410.1,6.0,437.6,3.4,0
784.0,69.8,410.1,5.8,437.7,3.6,0
785.0,69.8,409.9,5.1,437.8,3.9,0
786.0,69.8,410.7,6.0,438.0,4.2,0
787.0,69.8,410.6,6.3,437.9,4.0,0
788.0,69.8,410.6,6.2,438.0,4.1,0
789.0,69.8,411.1,7.0,438.1,4.2,0
790.0,69.8,411.4,7.8,438.0,3.8,0
791.0,69.8,411.8,8.8,438.0,3.6,0
792.0,69.8,412.1,9.6,437.9,3.2,0
793.0,69.8,412.4,10.6,438.0,2.9,0
794.0,69.8,412.2,10.4,438.1,2.9,0
795.0,69.8,412.1,9.8,437.9,2.3,0
796.0,69.8,412.1,9.2,437.8,1.6,0
797.0,69.8,412.4,9.1,437.9,1.4,0
798.0,69.8,412.4,8.6,438.0,1.4,0
799.0,69.8,412.4,8.0,438.1,1.6,0
800.0,69.8,412.7,8.0,438.2,1.7,0
801.0,69.8,413.1,8.5,438.5,2.5,0
802.0,69.8,413.2,8.7,438.7,3.2,0
803.0,69.8,413.3,8.8,438.8,3.8,0
804.0,69.8,413.6,9.2,438.8,4.1,0
805.0,69.8,414.0,9.9,438.9,4.3,0
806.0,69.8,414.0,10.0,439.2,5.0,0
807.0,69.8,414.1,10.0,439.2,5.1,0
808.0,69.8,414.4,10.3,439.3,5.2,0
809.0,69.8,414.5,10.4,439.4,5.4,0
810.0,69.8,415.0,10.9,439.4,5.3,0
811.0,69.8,415.2,11.4,439.4,5.2,0
812.0,69.8,415.1,11.1,439.4,4.8,0
813.0,69.8,415.4,11.1,439.6,4.8,0
814.0,69.8,415.3,10.7,440.1,5.6,0
815.0,69.8,415.5,10.3,440.1,6.0,0
816.0,69.8,416.0,10.8,440.3,6.4,0
817.0,69.8,416.1,10.9,440.3,6.5,0
818.0,69.8,416.1,10.7,440.5,6.6,0
819.0,69.8,416.4,10.7,440.8,7.1,0
820.0,69.8,416.6,10.9,441.0,7.6,0
821.0,69.8,416.8,11.0,440.9,7.5,0
822.0,69.8,416.8,10.7,441.2,7.9,0
823.0,69.8,417.1,10.8,441.2,7.9,0
824.0,69.8,417.5,11.2,441.2,7.5,0
825.0,69.8,417.8,11.6,441.2,7.0,0
826.0,69.8,417.9,11.7,441.1,6.3,0
827.0,69.8,417.9,11.4,441.0,5.5,0
828.0,69.8,418.0,11.1,440.8,4.4,0
829.0,69.8,418.2,11.0,440.8,3.6,0
830.0,69.8,418.5,11.0,440.9,3.0,0
831.0,69.8,418.6,10.9,440.9,2.6,0
832.0,69.8,419.0,11.4,441.0,2.4,0
833.0,69.8,419.2,11.7,441.0,2.1,0
834.0,69.8,419.3,11.7,441.1,2.1,0
835.0,69.8,419.6,11.8,440.8,1.5,0
836.0,69.8,419.6,11.6,441.0,1.6,0
837.0,69.8,419.8,11.4,441.1,1.7,0
838.0,69.8,420.0,11.2,441.2,1.9,0
839.0,69.8,420.1,10.9,441.6,2.7,0
840.0,69.8,420.2,10.8,441.5,2.9,0
841.0,69.8,420.4,10.6,441.6,3.2,0
842.0,69.8,420.7,10.7,441.7,3.5,0
843.0,69.8,420.5,9.9,441.7,3.6,0
844.0,69.8,420.6,9.4,441.9,3.9,0
845.0,69.8,420.5,8.7,441.7,3.5,0
846.0,69.8,421.2,9.3,441.7,3.2,0
847.0,69.8,421.0,8.7,441.9,3.3,0
848.0,69.8,420.9,8.1,441.8,3.1,0
849.0,69.8,421.2,8.1,441.7,2.5,0
850.0,69.8,421.4,8.0,441.6,1.9,0
851.0,69.8,421.9,8.7,441.6,1.4,0
852.0,69.8,421.9,8.9,441.3,0.5,0
853.0,69.8,422.3,9.5,441.3,0.0,0
854.0,69.8,422.6,10.2,441.3,-0.3,0
855.0,69.8,422.6,10.3,441.5,-0.3,0
856.0,69.8,423.0,10.8,441.7,0.2,0
857.0,69.8,423.3,11.3,441.8,0.7,0
# EJCT,857.0
858.0,69.8,423.3,11.3,441.9,1.2,0
859.0,69.8,424.3,12.9,442.4,2.5,0
860.0,69.8,424.2,13.3,442.1,2.6,0
861.0,69.8,423.8,12.4,441.7,1.8,0
862.0,69.8,424.6,13.0,441.8,1.5,0
863.0,69.8,424.8,13.3,441.5,0.6,0
864.0,69.8,426.3,16.0,441.3,-0.2,0
865.0,69.8,426.3,17.2,441.3,-1.0,0
866.0,69.8,426.9,18.8,441.1,-1.7,0
867.0,69.8,427.2,19.6,441.2,-1.9,0
868.0,69.8,427.0,19.2,441.0,-2.4,0
869.0,69.8,426.7,17.7,440.9,-2.9,0
870.0,69.8,426.6,16.0,440.4,-4.0,0
871.0,69.8,427.1,15.5,440.4,-4.6,0
872.0,69.8,427.4,15.2,440.6,-4.6,0
873.0,69.8,427.7,15.0,440.8,-4.0,0
874.0,69.8,427.7,14.4,440.7,-3.7,0
875.0,69.8,425.8,9.7,440.5,-3.7,0
876.0,69.8,419.4,-6.2,440.0,-4.6,0
877.0,69.8,407.2,-40.0,439.2,-6.6,0
878.0,69.8,398.5,-76.7,438.5,-8.9,0
879.0,69.9,391.7,-111.3,437.8,-11.5,0
880.0,69.9,386.1,-141.2,437.1,-14.2,0
881.0,69.9,380.9,-166.5,436.7,-16.3,0
882.0,69.9,376.2,-187.1,436.3,-17.9,0
883.0,69.9,371.4,-204.3,435.5,-19.9,0
884.0,69.9,367.0,-217.7,435.2,-21.2,0
885.0,69.9,362.5,-228.3,434.9,-21.9,0
886.0,69.9,358.5,-235.8,434.5,-22.6,0
887.0,69.9,354.7,-240.6,433.8,-23.7,0
888.0,69.9,350.7,-243.9,433.1,-25.0,0
889.0,69.9,347.1,-245.2,432.2,-26.7,0
890.0,69.9,343.5,-245.4,431.6,-28.2,0
891.0,69.9,339.7,-244.9,431.1,-29.2,0
892.0,69.9,336.4,-243.1,430.8,-29.4,0
893.0,69.9,333.1,-240.5,429.9,-30.6,0
894.0,69.9,329.6,-237.8,429.7,-30.6,0
895.0,69.9,326.5,-234.4,429.4,-30.2,0
896.0,69.9,323.2,-231.0,428.8,-30.3,0
897.0,69.9,320.1,-227.4,428.3,-30.2,0
898.0,69.9,316.9,-223.8,428.1,-29.7,0
899.0,69.9,313.9,-220.1,427.6,-29.2,0
900.0,69.9,310.8,-216.4,427.2,-28.9,0
901.0,69.9,307.8,-212.9,427.2,-27.6,0
902.0,69.9,304.6,-209.8,427.1,-26.2,0
903.0,69.9,301.9,-206.3,427.2,-24.2,0
904.0,69.9,299.1,-202.7,427.1,-22.3,0
905.0,69.9,296.4,-199.1,426.8,-20.9,0
906.0,69.9,293.4,-196.1,426.7,-19.5,0
907.0,69.9,290.8,-192.7,426.5,-18.4,0
